"name","geo","region","continent","date","year","total_vaccinations","people_vaccinated","people_fully_vaccinated","total_boosters","daily_vaccinations_raw","daily_vaccinations","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","total_boosters_per_hundred","daily_vaccinations_per_million","daily_people_vaccinated","daily_people_vaccinated_per_hundred","population","income_per_person","gdp","growth_gdp_per_capita","life_expectancy"
"Palestine","pse","pays","Asia",2021-12-06,2021,3184868,2020110,1403992,NA,NA,9115,60.98,38.68,26.88,NA,1745,4797,0.092,5222756,5578,29.135,4.53,77.51
"Panama","pan","pays","America North",2021-12-17,2021,5716902,3019864,2453989,243049,7636,6652,130.48,68.92,56.01,5.55,1518,801,0.018,4381583,28130,123.255,3.61,80
"Papua New Guinea","png","pays","Asia",2021-12-13,2021,498598,282571,216027,NA,NA,2418,5.47,3.1,2.37,NA,265,1016,0.011,9119005,4156,37.9,2.11,59.34
"Paraguay","pry","pays","America South",2021-12-17,2021,6489760,3444261,2871213,174286,NA,23589,89.89,47.71,39.77,2.41,3267,4241,0.059,7219641,12718,91.816,2.6,76.6
"Peru","per","pays","America South",2021-12-14,2021,45659047,23574494,20086571,1997982,130892,233117,136.87,70.67,60.21,5.99,6988,75556,0.226,33359416,12146,405.188,4.12,81.23
"Philippines","phl","pays","Asia",2021-12-16,2021,100013599,NA,43024393,1014205,873996,739503,90.06,NA,38.74,0.91,6659,NA,NA,111046910,8371,929.584,4.91,70.25
"Pitcairn","pcn","pays",NA,2021-09-07,2021,94,47,47,NA,NA,0,200,100,100,NA,0,0,0,NA,NA,NA,NA,NA
"Poland","pol","pays","Europe",2021-12-17,2021,45334408,21331952,20814451,5737171,253056,188414,119.94,56.44,55.07,15.18,4985,26865,0.071,37797000,33477,1265.331,4.65,78.71
"Portugal","prt","pays","Europe",2021-12-17,2021,18626767,9053901,9047148,2252422,54687,60065,183.19,89.04,88.98,22.15,5907,0,0,10167923,33626,341.902,5.01,82.2
"Qatar","qat","pays","Asia",2021-12-17,2021,5105894,NA,NA,NA,NA,7717,174.23,NA,NA,NA,2633,NA,NA,2930524,89352,261.85,3.35,80.73
"Romania","rou","pays","Europe",2021-12-15,2021,15509758,NA,7680716,NA,34624,36478,81.09,NA,40.15,NA,1907,NA,NA,19127772,30683,586.903,4.81,75.7
"Russia","rus","pays","Europe",2021-12-17,2021,138517750,71003850,62751255,5949687,1086791,714134,94.93,48.66,43.01,4.08,4894,270150,0.185,145912022,27197,3968.311,3.83,72.81
"Rwanda","rwa","pays","Africa",2021-12-15,2021,11030100,6847793,4182307,NA,NA,125701,83.08,51.58,31.5,NA,9468,73824,0.556,13276517,2248,29.844,4.45,69.74
"Saint Helena","shn","pays",NA,2021-05-05,2021,7892,4361,3531,NA,NA,97,129.48,71.55,57.93,NA,15915,0,0,NA,NA,NA,NA,NA
"Samoa","wsm","pays","Asia",2021-12-13,2021,262895,141356,121539,NA,NA,1090,131.35,70.63,60.73,NA,5446,115,0.057,200144,5721,1.145,0.82,73.4
"San Marino","smr","pays","Europe",2021-12-12,2021,52043,24282,21623,NA,NA,482,153.02,71.4,63.58,NA,14172,14,0.041,34010,56609,1.925,3.06,NA
"Sao Tome and Principe","stp","pays","Africa",2021-12-13,2021,137612,86396,51216,NA,NA,848,61.61,38.68,22.93,NA,3796,175,0.078,223364,3651,0.816,3.15,67.67
"Saudi Arabia","sau","pays","Asia",2021-12-17,2021,48293632,24845946,22895205,NA,18333,44237,136.65,70.3,64.78,NA,1252,12648,0.036,35340680,44534,1573.878,1.99,77.43
"Senegal","sen","pays","Africa",2021-12-15,2021,2269383,1328153,941230,NA,NA,29174,13.2,7.72,5.47,NA,1697,0,0,17196308,3408,58.608,3.16,69.16
"Serbia","srb","pays","Europe",2021-12-14,2021,8099998,3291994,3172131,1635856,NA,11905,117.88,47.91,46.16,23.81,1733,1623,0.024,8697547,19227,167.232,4.92,76.31
"Seychelles","syc","pays","Africa",2021-12-10,2021,182903,82117,78214,NA,NA,313,184.92,83.02,79.08,NA,3164,16,0.016,98910,25346,2.507,3.33,73.92
"Sierra Leone","sle","pays","Africa",2021-12-08,2021,923880,747044,385232,NA,NA,4596,11.35,9.18,4.73,NA,565,3651,0.045,8141343,1658,13.501,1.38,62.14
"Singapore","sgp","pays","Asia",2021-12-03,2021,9489264,4744632,4744632,NA,NA,53,174,87,87,NA,10,36,0.001,5896684,94610,557.883,2.04,85.42
"Sint Maarten (Dutch part)","sxm","pays",NA,2021-12-10,2021,52038,27030,25008,NA,NA,26,119.85,62.25,57.59,NA,599,14,0.032,NA,NA,NA,NA,NA
"Slovak Republic","svk","pays","Europe",2021-12-17,2021,5082098,2696761,2385337,NA,37,4389,93.07,49.38,43.68,NA,804,2222,0.041,5460726,31634,172.742,4.31,78.01
"Slovenia","svn","pays","Europe",2021-12-17,2021,2796451,1241461,1178314,376676,8481,5805,134.53,59.72,56.68,18.12,2793,450,0.022,2078723,37825,78.628,4.2,81.71
"Solomon Islands","slb","pays","Asia",2021-12-13,2021,228912,176593,52319,NA,NA,1605,32.52,25.08,7.43,NA,2280,1159,0.165,703995,2477,1.743,2.25,69.1
"Somalia","som","pays","Africa",2021-12-09,2021,1147627,892093,664422,NA,NA,7046,7.02,5.45,4.06,NA,431,11652,0.071,16359500,673,11.013,0.29,59.83
"South Africa","zaf","pays","Africa",2021-12-15,2021,27400778,18600540,15532710,NA,102253,88448,45.64,30.98,25.87,NA,1473,63317,0.105,60041996,11626,698.032,0.44,67.43
"South America","south america","continent",NA,2021-12-17,2021,628085958,328398340,270342293,41184604,4970429,2015286,144.63,75.62,62.25,9.48,4641,592322,0.136,NA,NA,NA,NA,NA
"South Korea","kor","pays","Asia",2021-12-16,2021,93515220,43300593,41939065,9781164,1044228,744197,182.27,84.4,81.74,19.06,14505,56812,0.111,51305184,43897,2252.157,2.74,83.3
"South Sudan","ssd","pays","Africa",2021-12-15,2021,268640,227262,181577,NA,NA,1243,2.36,2,1.6,NA,109,876,0.008,11381377,1800,20.482,3.47,60.26
"Spain","esp","pays","Europe",2021-12-16,2021,82518671,38607797,37777929,10507992,451223,670109,176.53,82.59,80.82,22.48,14335,17065,0.037,46745211,38778,1812.676,4.25,83.58
"Sri Lanka","lka","pays","Asia",2021-12-17,2021,31826900,15964289,13803820,2058791,192652,137780,148.05,74.26,64.21,9.58,6409,1880,0.009,21497306,12957,278.54,3.47,78.14
"St. Kitts and Nevis","kna","pays","America North",2021-12-17,2021,54077,27484,25359,1234,NA,84,100.99,51.33,47.36,2.3,1569,18,0.034,53546,20653,1.106,8.89,NA
"St. Lucia","lca","pays","America North",2021-12-16,2021,103501,55278,48223,NA,211,138,56.13,29.98,26.15,NA,748,40,0.022,184401,12769,2.355,10.05,76.11
"St. Vincent and the Grenadines","vct","pays","America North",2021-12-10,2021,57295,32104,24175,NA,NA,224,51.49,28.85,21.73,NA,2013,69,0.062,111269,11928,1.327,4.84,72.78
"Sudan","sdn","pays","Africa",2021-12-15,2021,5251235,4016849,1234386,NA,NA,282083,11.69,8.94,2.75,NA,6281,176341,0.393,44909351,3638,163.378,-1.43,71.25
"Suriname","sur","pays","America South",2021-12-16,2021,485656,260304,225352,NA,NA,446,82.06,43.99,38.08,NA,754,140,0.024,591798,14060,8.321,0.32,72.51
"Swaziland","swz","pays","Africa",2021-12-14,2021,375012,320460,292063,NA,NA,4867,31.99,27.33,24.91,NA,4151,2886,0.246,1172369,8274,9.7,-0.18,62.69
"Sweden","swe","pays","Europe",2021-12-17,2021,17049272,7707313,7326603,2015251,109728,66426,167.81,75.86,72.11,19.83,6538,6346,0.062,10160159,51272,520.928,1.98,83.08
"Switzerland","che","pays","Europe",2021-12-16,2021,12974430,5929752,5780741,1412055,83725,67302,148.87,68.04,66.33,16.2,7722,4226,0.048,8715494,67374,587.199,1.58,84.55
"Syria","syr","pays","Asia",2021-12-12,2021,1548574,1002945,763025,NA,NA,9014,8.47,5.49,4.18,NA,493,8008,0.044,18275704,3984,72.803,1.68,73.34
"Taiwan","twn","pays","Asia",2021-12-17,2021,33911110,18585322,15325788,56580,96717,76619,142.16,77.91,64.25,0.24,3212,21234,0.089,23855008,57024,1360.312,2.98,80.63
"Tajikistan","tjk","pays","Asia",2021-12-12,2021,5950710,4374694,3206282,NA,NA,34239,61.04,44.87,32.89,NA,3512,179498,1.841,9749625,3568,34.791,2.59,71.17
"Tanzania","tza","pays","Africa",2021-12-06,2021,1699523,1592897,1078102,NA,NA,25891,2.76,2.59,1.75,NA,421,14452,0.023,61498438,2602,160.008,1.59,68.41
"Thailand","tha","pays","Asia",2021-12-15,2021,98046970,50095106,43643486,4308378,NA,273342,140.17,71.61,62.39,6.16,3908,88176,0.126,69950844,17698,1237.997,5.45,78.96
"Timor-Leste","tls","pays","Asia",2021-12-07,2021,1142003,652294,489709,NA,NA,4254,84.98,48.54,36.44,NA,3165,778,0.058,1343875,2904,3.902,1.68,71.74
"Togo","tgo","pays","Africa",2021-12-10,2021,2159257,1349188,810069,NA,NA,32617,25.47,15.91,9.55,NA,3847,9619,0.113,8478242,1585,13.435,1.98,65.61
"Tokelau","tkl","pays",NA,2021-10-12,2021,1936,968,968,NA,NA,17,141.52,70.76,70.76,NA,12427,0,0,NA,NA,NA,NA,NA
"Tonga","ton","pays","Asia",2021-12-06,2021,119535,73296,46239,NA,NA,218,111.97,68.66,43.31,NA,2042,25,0.023,106759,6212,0.663,2.63,72.21
"Trinidad and Tobago","tto","pays","America North",2021-12-16,2021,1359411,701503,657908,NA,1747,1473,96.87,49.99,46.88,NA,1050,650,0.046,1403374,24421,34.272,3.58,74.75
"Tunisia","tun","pays","Africa",2021-12-15,2021,11144463,6349206,5416468,638488,46351,40958,93.37,53.19,45.38,5.35,3432,17285,0.145,11935764,9983,119.16,1.5,79.12
"Turkey","tur","pays","Europe",2021-12-17,2021,123144781,56636507,51119629,15388645,751315,230293,144.8,66.6,60.11,18.1,2708,20252,0.024,85042736,29809,2535.062,2.29,79.96
"Turkmenistan","tkm","pays","Asia",2021-08-29,2021,7580976,4374694,3206282,NA,NA,41369,123.91,71.51,52.41,NA,6762,23860,0.39,6117933,15988,97.812,2.83,70.6
"Turks and Caicos Islands","tca","pays",NA,2021-11-05,2021,56343,29210,27133,NA,NA,69,143.64,74.47,69.17,NA,1759,32,0.082,NA,NA,NA,NA,NA
"Tuvalu","tuv","pays","Asia",2021-10-22,2021,12114,6230,5884,NA,NA,30,101.58,52.24,49.34,NA,2516,0,0,11925,4376,0.052,3.11,NA
"Uganda","uga","pays","Africa",2021-12-09,2021,7813170,6525371,1287799,NA,NA,127573,16.58,13.85,2.73,NA,2707,111956,0.238,47123533,2136,100.651,1.93,67.29
"Ukraine","ukr","pays","Europe",2021-12-17,2021,27274562,14355538,12939704,NA,136902,117431,62.75,33.03,29.77,NA,2702,38256,0.088,43466822,12894,560.46,3.81,71.01
"United Arab Emirates","are","pays","Asia",2021-12-14,2021,22181292,9890441,9020082,3270769,14538,27743,222.01,98.99,90.28,32.74,2777,12,0,9991083,61292,612.377,-0.46,73.9
"United Kingdom","gbr","pays","Europe",2021-12-16,2021,124656103,51393664,46923788,26338651,936480,655652,182.76,75.35,68.8,38.62,9613,26595,0.039,68207114,43908,2994.811,4.59,81.35
"United States","usa","pays","America North",2021-12-17,2021,491892649,240775382,201916150,58091739,4,804129,148.16,72.52,60.82,17.5,2422,185517,0.056,332915074,63517,21145.722,2.92,78.7
"Uruguay","ury","pays","America South",2021-12-17,2021,6898431,2761525,2669605,1467301,12871,5817,197.94,79.24,76.6,42.1,1669,882,0.025,3485152,20797,72.482,2.76,77.61
"Uzbekistan","uzb","pays","Asia",2021-12-17,2021,36948391,18433447,NA,NA,200444,191160,108.88,54.32,NA,NA,5633,42611,0.126,33935765,7203,244.451,3.5,70.9
"Vanuatu","vut","pays","Asia",2021-12-13,2021,147609,100264,47345,NA,NA,874,46.94,31.88,15.06,NA,2779,589,0.187,314464,2802,0.881,1.89,65.27
"Venezuela","ven","pays","America South",2021-12-17,2021,30049714,18393519,11608305,NA,NA,207518,104.68,64.08,40.44,NA,7229,109880,0.383,28704947,5285,151.709,-2.64,75.18
"Vietnam","vnm","pays","Asia",2021-12-15,2021,135736968,75215180,NA,NA,534174,824525,138.27,76.62,NA,NA,8399,167895,0.171,98168829,8648,848.969,6.23,74.88
"Wallis and Futuna","wlf","pays",NA,2021-11-30,2021,11939,6016,5923,NA,NA,4,107.62,54.23,53.39,NA,361,2,0.018,NA,NA,NA,NA,NA
"World","world","continent",NA,2021-12-17,2021,8672704087,4468924554,3687893942,411375740,34794272,35989513,110.13,56.75,46.83,5.22,4570,7724648,0.098,NA,NA,NA,NA,NA
"Yemen","yem","pays","Asia",2021-12-02,2021,786027,556652,366587,NA,NA,2545,2.58,1.83,1.2,NA,83,1809,0.006,30490639,2372,72.321,0.1,68.25
"Zambia","zmb","pays","Africa",2021-12-16,2021,1342989,NA,904201,NA,31329,18338,7.1,NA,4.78,NA,969,NA,NA,18920657,3173,60.027,-1.91,64.61
"Zimbabwe","zwe","pays","Africa",2021-12-17,2021,7092391,4038743,3053648,NA,33917,27618,46.99,26.76,20.23,NA,1830,14384,0.095,15092171,2587,39.047,1.87,62.51
