"name","geo","region","continent","date","year","total_vaccinations","people_vaccinated","people_fully_vaccinated","total_boosters","daily_vaccinations_raw","daily_vaccinations","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","total_boosters_per_hundred","daily_vaccinations_per_million","daily_people_vaccinated","daily_people_vaccinated_per_hundred","population","income_per_person","gdp","growth_gdp_per_capita","life_expectancy"
"Cambodia","khm","pays","Asia",2021-12-19,2021,29830319,14225712,13592006,3065752,27257,46894,176.03,83.95,80.21,18.09,2767,3484,0.021,16946446,4344,73.621,4.93,70.87
"Cameroon","cmr","pays","Africa",2021-12-14,2021,986281,806176,627046,NA,NA,1740,3.62,2.96,2.3,NA,64,1556,0.006,27224262,3482,94.789,1.73,64.51
"Canada","can","pays","America North",2021-12-19,2021,65033888,31443084,29285689,4305115,199891,252849,170.84,82.6,76.93,11.31,6642,43178,0.113,38067913,47650,1813.95,3.54,82.46
"Cape Verde","cpv","pays","Africa",2021-12-13,2021,557243,301215,254463,NA,NA,705,99.17,53.61,45.29,NA,1255,144,0.026,561901,6368,3.578,4.71,76.57
"Cayman Islands","cym","pays",NA,2021-12-10,2021,128181,58371,56486,NA,NA,352,192.76,87.78,84.94,NA,5293,33,0.05,NA,NA,NA,NA,NA
"Central African Republic","caf","pays","Africa",2021-12-15,2021,790782,446712,344070,NA,NA,32183,16.07,9.08,6.99,NA,6541,6511,0.132,4919987,943,4.639,2.98,53.63
"Chad","tcd","pays","Africa",2021-12-15,2021,366585,285922,80663,NA,NA,12413,2.17,1.69,0.48,NA,734,12073,0.071,16914985,1502,25.408,-0.34,61.22
"Chile","chl","pays","America South",2021-12-17,2021,42910566,17147406,16408305,9928400,80046,102711,223.35,89.25,85.4,51.68,5346,19290,0.1,19212362,24346,467.746,2.76,80.28
"China","chn","pays","Asia",2021-12-19,2021,2684290000,NA,1193466000,NA,10602000,10296000,185.86,NA,82.64,NA,7129,NA,NA,1444216102,17744,25626.456,5.33,77.87
"Colombia","col","pays","America South",2021-12-18,2021,62523818,37836418,27199605,2677561,207004,270544,121.96,73.8,53.06,5.22,5277,10890,0.021,51265841,14043,719.92,2.69,80.84
"Comoros","com","pays","Africa",2021-12-10,2021,527119,282378,244741,NA,NA,322,59.33,31.78,27.55,NA,362,36,0.004,888456,2887,2.565,-0.1,69.51
"Congo, Dem. Rep.","cod","pays","Africa",2021-12-14,2021,256561,195619,83718,NA,NA,5256,0.28,0.21,0.09,NA,57,4661,0.005,92377986,1068,98.631,1.56,63.63
"Congo, Rep.","cog","pays","Africa",2021-12-15,2021,1295601,734721,560880,NA,NA,87780,22.9,12.99,9.91,NA,15517,26949,0.476,5657017,3230,18.272,-1.46,63.68
"Cook Islands","cok","pays",NA,2021-11-08,2021,24326,12600,11726,NA,NA,40,138.44,71.7,66.73,NA,2276,14,0.08,NA,NA,NA,NA,NA
"Costa Rica","cri","pays","America North",2021-12-13,2021,7348965,3922190,3364478,62297,NA,18135,143,76.32,65.47,1.21,3529,2503,0.049,5139053,19417,99.785,2.23,80.21
"Cote d'Ivoire","civ","pays","Africa",2021-12-12,2021,4812235,3306299,1505936,NA,NA,40494,17.79,12.22,5.57,NA,1497,26568,0.098,27053629,5366,145.173,3.77,63.99
"Croatia","hrv","pays","Europe",2021-12-18,2021,4542083,2242262,2088816,NA,22773,22911,111.28,54.94,51.18,NA,5613,2216,0.054,4081657,27836,113.616,5.82,79.13
"Cuba","cub","pays","America North",2021-12-17,2021,29292150,10299822,9478586,NA,67668,47366,258.82,91.01,83.75,NA,4185,11802,0.104,11317498,10179,115.196,2.11,78.75
"Curacao","cuw","pays",NA,2021-12-18,2021,203111,103752,96373,NA,560,533,123.25,62.96,58.48,NA,3234,43,0.026,NA,NA,NA,NA,NA
"Cyprus","cyp","pays","Europe",2021-12-15,2021,1446090,636379,597008,212703,10690,7985,161.39,71.02,66.63,23.74,8912,708,0.079,1215588,37790,45.937,2.72,82.34
"Czech Republic","cze","pays","Europe",2021-12-19,2021,14908734,6778506,6569310,1962681,21506,72862,139.01,63.21,61.25,18.3,6794,5326,0.05,10724553,39892,427.829,4.02,79.77
"Denmark","dnk","pays","Europe",2021-12-16,2021,10742842,4702853,4505271,1581477,NA,73793,184.8,80.9,77.5,27.2,12694,8971,0.154,5813302,57128,332.102,2.54,81.25
"Djibouti","dji","pays","Africa",2021-12-15,2021,135032,108945,26087,NA,NA,3818,13.47,10.87,2.6,NA,3810,3818,0.381,1002197,5444,5.456,2.58,69.25
"Dominica","dma","pays","America North",2021-12-17,2021,56576,29200,27376,NA,NA,57,78.39,40.46,37.93,NA,790,19,0.026,72172,10631,0.767,5.84,NA
"Dominican Republic","dom","pays","America North",2021-12-18,2021,14001048,6923416,5678445,1399187,2887,8175,127.82,63.21,51.84,12.77,746,1787,0.016,10953714,17778,194.737,3.98,73.82
"Ecuador","ecu","pays","America South",2021-12-14,2021,26362850,14016690,12071652,731529,101667,87797,147.37,78.36,67.48,4.09,4908,16741,0.094,17888474,10489,187.626,-0.11,77.57
"Egypt","egy","pays","Africa",2021-12-14,2021,47838944,30505670,18205046,NA,NA,487145,45.89,29.26,17.46,NA,4672,316631,0.304,104258327,12000,1251.069,3.59,71.29
"El Salvador","slv","pays","America North",2021-12-16,2021,9466222,4465139,4130209,870874,NA,20869,145.22,68.5,63.36,13.36,3202,2226,0.034,6518500,8278,53.958,2.33,74.9
"Equatorial Guinea","gnq","pays","Africa",2021-12-16,2021,452572,249215,203357,NA,NA,678,31.21,17.19,14.03,NA,468,83,0.006,1449891,17027,24.687,-8.81,67
"Estonia","est","pays","Europe",2021-12-19,2021,1506860,837087,809331,NA,462,1385,113.71,63.17,61.07,NA,1045,454,0.034,1325188,37024,49.064,4.2,78.77
"Ethiopia","eth","pays","Africa",2021-12-19,2021,10620502,9165615,1454887,NA,1566,27254,9.01,7.78,1.23,NA,231,26995,0.023,117876226,2328,274.384,6.96,69.88
"Europe","europe","continent",NA,2021-12-19,2021,1050017918,482473470,451329972,137595904,1513220,4668285,140.2,64.42,60.26,18.37,6233,549562,0.073,850833567,36581,31122.935,4.2,78.97
"Faeroe Islands","fro","pays",NA,2021-11-05,2021,78347,40205,38142,NA,NA,140,159.72,81.96,77.76,NA,2854,90,0.183,NA,NA,NA,NA,NA
"Falkland Islands","flk","pays",NA,2021-04-14,2021,4407,2632,1775,NA,NA,12,124.91,74.6,50.31,NA,3401,4,0.113,NA,NA,NA,NA,NA
"Fiji","fji","pays","Asia",2021-12-13,2021,1257375,659250,598125,NA,NA,1734,139.26,73.01,66.24,NA,1920,485,0.054,902899,11511,10.393,8.4,68.52
"Finland","fin","pays","Europe",2021-12-12,2021,8943623,4322668,4085140,535815,NA,26529,161.19,77.91,73.63,9.66,4781,2103,0.038,5548361,48369,268.37,2.44,82.1
"France","fra","pays","Europe",2021-12-16,2021,116208558,52430750,48496460,16338915,886037,697580,172,77.6,71.78,24.18,10325,21349,0.032,65426177,44559,2915.321,3.93,83.33
"French Polynesia","pyf","pays",NA,2021-12-13,2021,324631,167068,157563,NA,NA,519,114.9,59.13,55.77,NA,1837,290,0.103,NA,NA,NA,NA,NA
"Gabon","gab","pays","Africa",2021-12-15,2021,566021,392898,173123,NA,NA,29825,24.84,17.24,7.6,NA,13088,27362,1.201,2278829,14482,33.001,1.46,69.47
"Gambia","gmb","pays","Africa",2021-12-12,2021,273395,242202,228266,NA,30,214,10.99,9.74,9.18,NA,86,214,0.009,2486937,2221,5.523,3.39,67.14
"Georgia","geo","pays","Europe",2021-12-19,2021,2384360,1304199,1080161,NA,3388,10360,59.91,32.77,27.14,NA,2603,5704,0.143,3979773,14637,58.252,5.7,73.47
"Germany","deu","pays","Europe",2021-12-19,2021,142073580,60992596,58444931,26194109,311571,1011662,169.34,72.7,69.66,31.22,12058,76599,0.091,83900471,52867,4435.527,3.31,81.23
"Ghana","gha","pays","Africa",2021-12-15,2021,4216970,2651463,1565507,NA,NA,34442,13.29,8.36,4.93,NA,1085,0,0,31732128,5510,174.847,3.46,66.68
"Gibraltar","gib","pays",NA,2021-12-18,2021,107273,41144,40026,26103,528,494,318.4,122.12,118.8,77.48,14663,10,0.03,NA,NA,NA,NA,NA
"Greece","grc","pays","Europe",2021-12-19,2021,16301550,7346629,6860472,2822299,98631,107084,157.19,70.84,66.15,27.21,10326,12998,0.125,10370747,29159,302.397,5.42,81.65
"Greenland","grl","pays",NA,2021-12-15,2021,78240,40385,37855,NA,NA,50,137.58,71.02,66.57,NA,879,13,0.023,NA,NA,NA,NA,NA
"Grenada","grd","pays","America North",2021-12-10,2021,75893,40930,34963,NA,NA,106,67.15,36.22,30.94,NA,938,53,0.047,113015,14354,1.622,4.58,74.2
"Guatemala","gtm","pays","America North",2021-12-18,2021,10857262,6380600,4476662,NA,21946,40579,59.49,34.96,24.53,NA,2224,19779,0.108,18249868,8540,155.861,1.93,73.55
"Guernsey","ggy","pays",NA,2021-12-14,2021,106109,NA,NA,NA,NA,239,167.4,NA,NA,NA,3771,NA,NA,NA,NA,NA,NA,NA
"Guinea","gin","pays","Africa",2021-12-12,2021,2505531,1687180,818351,NA,2619,1485,18.56,12.5,6.06,NA,110,864,0.006,13497237,2709,36.559,2.68,62.29
"Guinea-Bissau","gnb","pays","Africa",2021-12-13,2021,406401,385186,21215,NA,NA,2222,20.16,19.11,1.05,NA,1102,2095,0.104,2015490,1915,3.859,1.74,61.31
"Guyana","guy","pays","America South",2021-12-14,2021,698265,406072,286437,5756,NA,1520,88.35,51.38,36.24,0.73,1923,279,0.035,790329,14119,11.159,4.14,69.71
"Haiti","hti","pays","America North",2021-12-16,2021,190063,120569,69835,NA,NA,196,1.65,1.04,0.61,NA,17,87,0.001,11541683,2758,31.829,-0.2,66.29
"Honduras","hnd","pays","America North",2021-12-03,2021,9030824,4927085,3891577,212537,NA,154752,89.74,48.96,38.67,2.11,15378,93372,0.928,10062994,5318,53.519,1.52,74.7
"Hong Kong, China","hkg","pays","Asia",2021-12-19,2021,9751659,4834482,4609076,NA,13767,14833,129.11,64.01,61.02,NA,1964,3505,0.046,7552800,58606,442.639,3.22,84.72
"Hungary","hun","pays","Europe",2021-12-19,2021,NA,6226399,5937305,3104194,NA,NA,NA,64.63,61.63,32.22,NA,5082,0.053,9634162,32377,311.93,5.93,77.47
"Iceland","isl","pays","Europe",2021-12-16,2021,704015,287229,282962,189655,NA,2110,205.04,83.65,82.41,55.24,6145,83,0.024,343360,51911,17.824,2.01,83.31
"India","ind","pays","Asia",2021-12-19,2021,1376428862,828319595,548109267,NA,3371373,6432805,98.78,59.45,39.34,NA,4617,1658764,0.119,1393409033,6819,9500.961,5.93,69.91
"Indonesia","idn","pays","Asia",2021-12-18,2021,258469441,151417878,107051563,NA,586972,1295660,93.53,54.79,38.74,NA,4688,704034,0.255,276361788,11829,3269.042,4.8,72.28
"Iran","irn","pays","Asia",2021-12-19,2021,113239941,59126764,50340978,3772199,NA,490314,133.18,69.54,59.2,4.44,5766,79674,0.094,85028760,12635,1074.299,1.13,78.16
"Iraq","irq","pays","Asia",2021-12-14,2021,13360483,8111496,5241122,NA,NA,76914,32.44,19.7,12.73,NA,1868,39716,0.096,41179351,9314,383.552,1.74,77.37
"Ireland","irl","pays","Europe",2021-12-18,2021,8968153,3880984,3821797,1502018,38108,45211,179.98,77.89,76.7,30.14,9073,850,0.017,4982904,90930,453.094,3.85,82.61
"Isle of Man","imn","pays",NA,2021-12-18,2021,133634,68539,65095,NA,11,36,156.46,80.25,76.21,NA,421,13,0.015,NA,NA,NA,NA,NA
"Israel","isr","pays","Asia",2021-12-19,2021,16446998,6454410,5833481,4159107,22434,16621,177.02,69.47,62.79,44.76,1789,6307,0.068,8789776,39744,349.337,2.39,83.59
"Italy","ita","pays","Europe",2021-12-19,2021,105743083,47907960,44449831,14884647,335913,516233,175.17,79.36,73.63,24.66,8552,38288,0.063,60367471,40378,2437.507,3.69,83.79
"Jamaica","jam","pays","America North",2021-12-19,2021,1183388,705402,552370,NA,2596,3163,39.8,23.72,18.58,NA,1064,1357,0.046,2973462,8872,26.38,5.58,75.09
"Japan","jpn","pays","Asia",2021-12-16,2021,198497730,100125316,98222530,NA,77759,69051,157.47,79.43,77.92,NA,548,12725,0.01,126050796,41241,5198.414,2.95,84.78
"Jersey","jey","pays",NA,2021-12-12,2021,196865,80602,76133,NA,NA,686,194.78,79.75,75.32,NA,6787,46,0.046,NA,NA,NA,NA,NA
"Jordan","jor","pays","Asia",2021-12-19,2021,8138188,4275516,3862672,NA,16828,12586,79.25,41.64,37.61,NA,1226,6460,0.063,10269022,9828,100.927,1.86,79.86
"Kazakhstan","kaz","pays","Asia",2021-12-19,2021,17256476,8896942,8359534,NA,12311,16919,90.85,46.84,44.01,NA,891,6416,0.034,18994958,25820,490.455,2.69,73.19
"Kenya","ken","pays","Africa",2021-12-19,2021,8913690,5930258,3592043,NA,NA,102204,16.21,10.79,6.53,NA,1859,79305,0.144,54985702,4446,244.453,3.4,67.18
"Kiribati","kir","pays","Asia",2021-11-30,2021,82167,59492,22675,NA,NA,617,67.69,49.01,18.68,NA,5083,118,0.097,121388,2226,0.27,0.81,63.33
"Kuwait","kwt","pays","Asia",2021-12-15,2021,6719055,3320794,3193897,NA,NA,13420,155.23,76.72,73.79,NA,3100,1102,0.025,4328553,43633,188.867,0.43,83.54
"Kyrgyz Republic","kgz","pays","Asia",2021-12-14,2021,2135383,1174065,950978,NA,10121,8633,32.22,17.71,14.35,NA,1302,3982,0.06,6628347,4919,32.604,2.41,73.27
"Lao","lao","pays","Asia",2021-11-23,2021,5830021,3744740,3099003,NA,NA,18536,79,50.75,42,NA,2512,18953,0.257,7379358,7924,58.476,4.12,68.81
"Latvia","lva","pays","Europe",2021-12-19,2021,2457996,1300969,1243271,189771,974,9265,131.66,69.68,66.59,10.16,4963,1107,0.059,1866934,31298,58.432,5.4,75.67
"Lebanon","lbn","pays","Asia",2021-12-18,2021,3904931,2131113,1773818,NA,6675,15986,57.69,31.48,26.2,NA,2362,11478,0.17,6769151,10016,67.8,-3.79,78.23
"Lesotho","lso","pays","Africa",2021-12-16,2021,688097,648817,641007,NA,NA,6527,31.87,30.05,29.69,NA,3023,2768,0.128,2159067,2621,5.66,3.02,57.04
"Liberia","lbr","pays","Africa",2021-12-15,2021,880313,784838,755263,NA,NA,39207,16.99,15.15,14.58,NA,7569,25624,0.495,5180208,1365,7.071,2.17,65.83
"Libya","lby","pays","Africa",2021-12-15,2021,2554207,1796814,757393,NA,NA,11154,36.71,25.82,10.88,NA,1603,5970,0.086,6958538,13840,96.309,4.4,73.67
"Liechtenstein","lie","pays","Europe",2021-12-16,2021,59189,26001,25481,8580,572,648,154.73,67.97,66.61,22.43,16939,18,0.047,38254,NA,NA,NA,NA
"Lithuania","ltu","pays","Europe",2021-12-19,2021,3971521,1901565,1815167,519797,2514,14002,147.65,70.69,67.48,19.32,5205,1636,0.061,2689862,38117,102.529,3.22,75.75
"Luxembourg","lux","pays","Europe",2021-12-12,2021,973411,454687,NA,122614,499,5155,153.34,71.63,NA,19.31,8120,672,0.106,634814,113004,71.736,1.67,82.26
"Macao","mac","pays",NA,2021-12-18,2021,956156,490428,455298,NA,1890,1990,145.23,74.49,69.15,NA,3023,302,0.046,NA,NA,NA,NA,NA
"Macedonia, FYR","mkd","pays","Europe",2021-12-12,2021,1724797,836816,804518,83463,NA,1902,82.82,40.18,38.63,4.01,913,503,0.024,2082662,16510,34.384,4,77.02
"Madagascar","mdg","pays","Africa",2021-12-06,2021,742069,589003,541160,NA,NA,8090,2.61,2.07,1.9,NA,285,8047,0.028,28427333,1548,44.01,2.46,64.87
"Malawi","mwi","pays","Africa",2021-12-18,2021,1639533,1355692,651693,NA,10776,14399,8.34,6.9,3.32,NA,733,14386,0.073,19647681,1029,20.225,3.52,65.04
"Malaysia","mys","pays","Asia",2021-12-19,2021,55282279,25942632,25540982,3993858,66758,58581,168.67,79.15,77.93,12.19,1787,3282,0.01,32776195,27805,911.343,4.67,75.34
"Maldives","mdv","pays","Asia",2021-12-16,2021,784616,396358,366165,22093,659,599,144.33,72.91,67.36,4.06,1102,30,0.006,543620,15216,8.272,11.5,82.66
"Mali","mli","pays","Africa",2021-12-16,2021,989985,843144,343162,NA,NA,3252,4.75,4.04,1.65,NA,156,2625,0.013,20855724,2230,46.511,2.9,63.65
"Malta","mlt","pays","Europe",2021-12-18,2021,1009968,437861,434596,169800,2718,2717,195.69,84.84,84.21,32.9,5264,135,0.026,442790,40243,17.819,4.53,81.6
"Mauritania","mrt","pays","Africa",2021-12-16,2021,1820362,1110533,709829,NA,5374,3067,38.12,23.26,14.87,NA,642,1590,0.033,4775110,5020,23.97,3.26,71.46
"Mauritius","mus","pays","Africa",2021-11-23,2021,1875132,916524,914936,NA,NA,12836,147.25,71.97,71.85,NA,10080,666,0.052,1273428,20525,26.138,5.22,75.31
"Mexico","mex","pays","America North",2021-12-19,2021,141722544,81810589,66740075,NA,NA,650433,108.8,62.8,51.24,NA,4993,203156,0.156,130262220,18691,2434.774,2.09,75.8
"Moldova","mda","pays","Europe",2021-12-19,2021,1716162,NA,965092,NA,NA,4914,42.65,NA,23.98,NA,1221,NA,NA,4024025,13076,52.617,5.89,73.31
"Monaco","mco","pays","Europe",2021-09-16,2021,49980,26672,23308,NA,NA,103,126.47,67.49,58.98,NA,2606,32,0.081,39520,70021,2.767,1.04,NA
"Mongolia","mng","pays","Asia",2021-12-19,2021,4424654,2264437,2160217,NA,122,825,132.9,68.02,64.89,NA,248,230,0.007,3329282,11830,39.386,5.75,69.68
"Montenegro","mne","pays","Europe",2021-12-19,2021,548751,281421,267330,NA,597,740,87.37,44.81,42.57,NA,1178,233,0.037,628051,19939,12.522,5.43,76.98
"Montserrat","msr","pays",NA,2021-11-12,2021,2949,1531,1417,NA,NA,1,59.2,30.74,28.45,NA,201,1,0.02,NA,NA,NA,NA,NA
"Morocco","mar","pays","Africa",2021-12-14,2021,49470641,24573352,22895600,NA,NA,47004,132.47,65.8,61.31,NA,1259,4333,0.012,37344787,7156,267.223,2.89,74.85
"Mozambique","moz","pays","Africa",2021-12-15,2021,12025232,7241597,4783635,NA,NA,139374,37.39,22.52,14.87,NA,4333,65603,0.204,32163045,1235,39.713,1.99,60.79
"Myanmar","mmr","pays","Asia",2021-11-30,2021,28707770,16849172,11858598,NA,NA,268907,52.38,30.74,21.64,NA,4907,141322,0.258,54806014,4769,261.393,0.78,69.53
"Namibia","nam","pays","Africa",2021-12-15,2021,713598,387413,326185,NA,NA,2796,27.58,14.97,12.61,NA,1081,1553,0.06,2587344,8663,22.415,0.43,67.94
"Nauru","nru","pays","Asia",2021-08-31,2021,14863,7612,7251,NA,NA,2,136.7,70.01,66.69,NA,184,2,0.018,10873,11395,0.124,-1.04,NA
"Nepal","npl","pays","Asia",2021-12-06,2021,19157444,10431659,8725785,NA,NA,119991,64.56,35.15,29.4,NA,4044,78859,0.266,29674920,3361,99.737,2.87,72.11
"Netherlands","nld","pays","Europe",2021-12-15,2021,24854421,NA,NA,NA,NA,8985,144.73,NA,NA,NA,523,NA,NA,17173094,56038,962.349,2.7,82.08
"New Caledonia","ncl","pays",NA,2021-12-13,2021,354333,182049,172284,NA,NA,342,122.94,63.16,59.78,NA,1187,134,0.046,NA,NA,NA,NA,NA
"New Zealand","nzl","pays","Asia",2021-12-19,2021,8006454,3964319,3801569,240566,NA,18131,156.3,77.39,74.21,4.7,3539,2053,0.04,4860642,42920,208.62,2.08,82.21
"Nicaragua","nic","pays","America North",2021-12-15,2021,7308467,4628897,2679570,NA,NA,67604,109.04,69.06,39.98,NA,10087,41522,0.62,6702379,5244,35.147,1.64,79.7
"Niger","ner","pays","Africa",2021-11-28,2021,971636,507223,464413,NA,NA,614,3.87,2.02,1.85,NA,24,81,0,25130810,1229,30.877,8.68,63.93
"Nigeria","nga","pays","Africa",2021-12-15,2021,12214538,8181113,4031004,NA,NA,152408,5.78,3.87,1.91,NA,721,123872,0.059,211400704,4916,1039.2,-0.22,66
"Niue","niu","pays",NA,2021-08-02,2021,2352,1202,1150,NA,NA,42,145.72,74.47,71.25,NA,26022,1,0.062,NA,NA,NA,NA,NA
"North America","north america","continent",NA,2021-12-19,2021,799993801,402149414,336936638,67232128,2106269,2061697,134.1,67.41,56.48,11.27,3456,546457,0.092,NA,NA,NA,NA,NA
"Norway","nor","pays","Europe",2021-12-16,2021,9388997,4269323,3897475,1222199,89264,42812,171.78,78.11,71.31,22.36,7833,1727,0.032,5465629,66160,361.605,3.37,82.89
"Oceania","oceania","continent",NA,2021-12-19,2021,52601521,26169540,24821691,1610290,151135,184487,121.71,60.55,57.43,3.73,4269,24917,0.058,NA,NA,NA,NA,NA
"Oman","omn","pays","Asia",2021-12-16,2021,5934585,3120714,2889245,32412,NA,0,113.62,59.75,55.31,0.62,0,840,0.016,5223376,26274,137.238,4.43,77.99
"Pakistan","pak","pays","Asia",2021-12-19,2021,141509339,88492869,61084339,NA,NA,1086805,62.84,39.3,27.12,NA,4826,529960,0.235,225199929,4569,1029.01,2.06,67.48
