"name","geo","region","continent","date","year","total_vaccinations","people_vaccinated","people_fully_vaccinated","total_boosters","daily_vaccinations_raw","daily_vaccinations","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","total_boosters_per_hundred","daily_vaccinations_per_million","daily_people_vaccinated","daily_people_vaccinated_per_hundred","population","income_per_person","gdp","growth_gdp_per_capita","life_expectancy"
"Oceania","oceania","continent",NA,2021-12-13,2021,51572489,26059362,24554906,958221,353951,116645,119.33,60.29,56.81,2.22,2699,23827,0.055,NA,NA,NA,NA,NA
"Oman","omn","pays","Asia",2021-11-23,2021,5934585,3310409,2828176,NA,NA,7995,113.62,63.38,54.14,NA,1531,15770,0.302,5223376,26274,137.237978324,4.43,77.99
"Pakistan","pak","pays","Asia",2021-12-13,2021,134818017,85208104,57364128,NA,916314,1015927,59.87,37.84,25.47,NA,4511,426288,0.189,225199929,4569,1029.0100607,2.06,67.48
"Palestine","pse","pays","Asia",2021-12-06,2021,3184868,2020110,1403992,NA,NA,9115,60.98,38.68,26.88,NA,1745,4797,0.092,5222756,5578,29.134715317,4.53,77.51
"Panama","pan","pays","America North",2021-12-13,2021,5685382,3015800,2445629,223953,1016,4266,129.76,68.83,55.82,5.11,974,580,0.013,4381583,28130,123.255319258,3.61,80
"Papua New Guinea","png","pays","Asia",2021-12-13,2021,498598,282571,216027,NA,NA,2418,5.47,3.1,2.37,NA,265,1016,0.011,9119005,4156,37.899828171,2.11,59.34
"Paraguay","pry","pays","America South",2021-12-10,2021,6324638,3414571,2768880,141187,NA,15464,87.6,47.3,38.35,1.96,2142,2706,0.037,7219641,12718,91.816412732,2.6,76.6
"Peru","per","pays","America South",2021-12-12,2021,45021391,23347809,19807602,1865980,143141,208347,134.96,69.99,59.38,5.59,6246,60781,0.182,33359416,12146,405.187835766,4.12,81.23
"Philippines","phl","pays","Asia",2021-12-13,2021,97237440,NA,41513071,809550,NA,640636,87.56,NA,37.38,0.73,5769,NA,NA,111046910,8371,929.583556006,4.91,70.25
"Pitcairn","pcn","pays",NA,2021-09-07,2021,94,47,47,NA,NA,0,200,100,100,NA,0,0,0,NA,NA,NA,NA,NA
"Poland","pol","pays","Europe",2021-12-13,2021,44404322,21196780,20707123,5023195,165124,192780,117.48,56.08,54.79,13.29,5100,24949,0.066,37797000,33477,1265.331380483,4.65,78.71
"Portugal","prt","pays","Europe",2021-12-13,2021,18411867,9053901,9032694,2051976,72190,67859,181.08,89.04,88.84,20.18,6674,0,0,10167923,33626,341.901783772,5.01,82.2
"Qatar","qat","pays","Asia",2021-12-13,2021,5077164,NA,NA,NA,NA,8320,173.25,NA,NA,NA,2839,NA,NA,2930524,89352,261.849576198,3.35,80.73
"Romania","rou","pays","Europe",2021-12-13,2021,15439969,NA,7653570,NA,32656,37986,80.72,NA,40.01,NA,1986,NA,NA,19127772,30683,586.902936094,4.81,75.7
"Russia","rus","pays","Europe",2021-12-13,2021,136087233,70173142,61430028,5666474,233301,752507,93.27,48.09,42.1,3.88,5157,295396,0.202,145912022,27197,3968.310654075,3.83,72.81
"Rwanda","rwa","pays","Africa",2021-12-09,2021,10268499,6388237,3880262,NA,NA,118308,77.34,48.12,29.23,NA,8911,57213,0.431,13276517,2248,29.843548535,4.45,69.74
"Saint Helena","shn","pays",NA,2021-05-05,2021,7892,4361,3531,NA,NA,97,129.48,71.55,57.93,NA,15915,0,0,NA,NA,NA,NA,NA
"Samoa","wsm","pays","Asia",2021-12-13,2021,262895,141356,121539,NA,NA,1090,131.35,70.63,60.73,NA,5446,115,0.057,200144,5721,1.145017194,0.82,73.4
"San Marino","smr","pays","Europe",2021-12-05,2021,48672,24922,23750,NA,NA,120,143.11,73.28,69.83,NA,3528,1,0.003,34010,56609,1.925277576,3.06,NA
"Sao Tome and Principe","stp","pays","Africa",2021-12-09,2021,134615,85687,48928,NA,NA,1010,60.27,38.36,21.91,NA,4522,182,0.081,223364,3651,0.815604322,3.15,67.67
"Saudi Arabia","sau","pays","Asia",2021-12-13,2021,48104477,24791173,22809730,NA,16385,48271,136.12,70.15,64.54,NA,1366,12761,0.036,35340680,44534,1573.877832885,1.99,77.43
"Senegal","sen","pays","Africa",2021-12-09,2021,1928411,1334702,936623,NA,NA,1474,11.21,7.76,5.45,NA,86,1063,0.006,17196308,3408,58.608161608,3.16,69.16
"Serbia","srb","pays","Europe",2021-12-12,2021,8075369,3288762,3165137,1621453,NA,12406,117.52,47.86,46.06,23.6,1805,1783,0.026,8697547,19227,167.23163084,4.92,76.31
"Seychelles","syc","pays","Africa",2021-12-10,2021,182903,82117,78214,NA,NA,313,184.92,83.02,79.08,NA,3164,16,0.016,98910,25346,2.506924974,3.33,73.92
"Sierra Leone","sle","pays","Africa",2021-12-08,2021,923880,747044,385232,NA,NA,4596,11.35,9.18,4.73,NA,565,3651,0.045,8141343,1658,13.500598872,1.38,62.14
"Singapore","sgp","pays","Asia",2021-12-03,2021,9489264,4744632,4744632,NA,NA,53,174,87,87,NA,10,36,0.001,5896684,94610,557.882618041,2.04,85.42
"Sint Maarten (Dutch part)","sxm","pays",NA,2021-12-10,2021,52038,27030,25008,NA,NA,26,119.85,62.25,57.59,NA,599,14,0.032,NA,NA,NA,NA,NA
"Slovak Republic","svk","pays","Europe",2021-12-13,2021,5063081,2687035,2376046,NA,4784,4999,92.72,49.21,43.51,NA,915,2610,0.048,5460726,31634,172.742263638,4.31,78.01
"Slovenia","svn","pays","Europe",2021-12-13,2021,2762009,1238752,1171573,351684,4517,5826,132.87,59.59,56.36,16.92,2803,458,0.022,2078723,37825,78.628339641,4.2,81.71
"Solomon Islands","slb","pays","Asia",2021-12-13,2021,228912,176593,52319,NA,NA,1605,32.52,25.08,7.43,NA,2280,1159,0.165,703995,2477,1.743452809,2.25,69.1
"Somalia","som","pays","Africa",2021-12-09,2021,1147627,892093,664422,NA,NA,7046,7.02,5.45,4.06,NA,431,11652,0.071,16359500,673,11.012785485,0.29,59.83
"South Africa","zaf","pays","Africa",2021-12-13,2021,27188606,18452800,15410168,NA,97631,99741,45.28,30.73,25.67,NA,1661,72574,0.121,60041996,11626,698.031671445,0.44,67.43
"South America","south america","continent",NA,2021-12-13,2021,616253165,324699843,265195543,38005215,1081121,1625934,141.91,74.77,61.07,8.75,3744,315538,0.073,NA,NA,NA,NA,NA
"South Korea","kor","pays","Asia",2021-12-13,2021,90413574,43040967,41756446,7119948,895879,496263,176.23,83.89,81.39,13.88,9673,40840,0.08,51305184,43897,2252.157006501,2.74,83.3
"South Sudan","ssd","pays","Africa",2021-12-12,2021,263939,223920,177419,NA,NA,1294,2.32,1.97,1.56,NA,114,978,0.009,11381377,1800,20.482007813,3.47,60.26
"Spain","esp","pays","Europe",2021-12-12,2021,80647211,38514698,37721347,8799504,NA,457356,172.53,82.39,80.7,18.82,9784,10991,0.024,46745211,38778,1812.675891643,4.25,83.58
"Sri Lanka","lka","pays","Asia",2021-12-13,2021,31054377,15956438,13789917,1308022,42834,191746,144.46,74.23,64.15,6.08,8920,1556,0.007,21497306,12957,278.539782821,3.47,78.14
"St. Kitts and Nevis","kna","pays","America North",2021-12-10,2021,53486,27358,25165,963,NA,80,99.89,51.09,47,1.8,1494,20,0.037,53546,20653,1.105894447,8.89,NA
"St. Lucia","lca","pays","America North",2021-12-10,2021,102696,55063,47633,NA,NA,170,55.69,29.86,25.83,NA,922,63,0.034,184401,12769,2.354642672,10.05,76.11
"St. Vincent and the Grenadines","vct","pays","America North",2021-12-10,2021,57295,32104,24175,NA,NA,224,51.49,28.85,21.73,NA,2013,69,0.062,111269,11928,1.327224219,4.84,72.78
"Sudan","sdn","pays","Africa",2021-12-08,2021,3276654,2782463,1234386,NA,NA,33000,7.3,6.2,2.75,NA,735,33229,0.074,44909351,3638,163.377515606,-1.43,71.25
"Suriname","sur","pays","America South",2021-12-13,2021,484487,259919,224568,NA,NA,579,81.87,43.92,37.95,NA,978,171,0.029,591798,14060,8.32050352,0.32,72.51
"Swaziland","swz","pays","Africa",2021-12-08,2021,344255,302675,282886,NA,NA,3041,29.36,25.82,24.13,NA,2594,2328,0.199,1172369,8274,9.700171307,-0.18,62.69
"Sweden","swe","pays","Europe",2021-12-10,2021,16584289,7662893,7260558,1465657,127106,66973,163.23,75.42,71.46,14.43,6592,7796,0.077,10160159,51272,520.927569467,1.98,83.08
"Switzerland","che","pays","Europe",2021-12-13,2021,12711886,5914759,5765160,1186834,71763,64202,145.85,67.86,66.15,13.62,7366,4320,0.05,8715494,67374,587.199093893,1.58,84.55
"Syria","syr","pays","Asia",2021-11-28,2021,1422377,890837,739210,NA,NA,593,7.78,4.87,4.04,NA,32,56,0,18275704,3984,72.803383235,1.68,73.34
"Taiwan","twn","pays","Asia",2021-12-13,2021,33607831,18503657,15104174,32939,110627,132529,140.88,77.57,63.32,0.14,5556,26550,0.111,23855008,57024,1360.312454176,2.98,80.63
"Tajikistan","tjk","pays","Asia",2021-12-05,2021,5711036,3118206,2592830,NA,NA,18835,58.58,31.98,26.59,NA,1932,13455,0.138,9749625,3568,34.79050568,2.59,71.17
"Tanzania","tza","pays","Africa",2021-12-06,2021,1699523,1592897,1078102,NA,NA,25891,2.76,2.59,1.75,NA,421,14452,0.023,61498438,2602,160.00789566,1.59,68.41
"Thailand","tha","pays","Asia",2021-12-13,2021,97403117,49923276,43333522,4146319,NA,280768,139.25,71.37,61.95,5.93,4014,99993,0.143,69950844,17698,1237.996861657,5.45,78.96
"Timor-Leste","tls","pays","Asia",2021-12-07,2021,1142003,652294,489709,NA,NA,4254,84.98,48.54,36.44,NA,3165,778,0.058,1343875,2904,3.902267952,1.68,71.74
"Togo","tgo","pays","Africa",2021-12-10,2021,2159257,1349188,810069,NA,NA,32617,25.47,15.91,9.55,NA,3847,9619,0.113,8478242,1585,13.435047467,1.98,65.61
"Tokelau","tkl","pays",NA,2021-10-12,2021,1936,968,968,NA,NA,17,141.52,70.76,70.76,NA,12427,0,0,NA,NA,NA,NA,NA
"Tonga","ton","pays","Asia",2021-12-06,2021,119535,73296,46239,NA,NA,218,111.97,68.66,43.31,NA,2042,25,0.023,106759,6212,0.663211894,2.63,72.21
"Trinidad and Tobago","tto","pays","America North",2021-12-13,2021,1353722,699027,654695,NA,311,1589,96.46,49.81,46.65,NA,1132,726,0.052,1403374,24421,34.271521482,3.58,74.75
"Tunisia","tun","pays","Africa",2021-12-13,2021,11057851,6312309,5377874,608073,45571,41240,92.64,52.89,45.06,5.09,3455,15972,0.134,11935764,9983,119.160007212,1.5,79.12
"Turkey","tur","pays","Europe",2021-12-13,2021,121804033,56544501,50961533,14297999,148382,108801,143.23,66.49,59.92,16.81,1279,20863,0.025,85042736,29809,2535.062468512,2.29,79.96
"Turkmenistan","tkm","pays","Asia",2021-08-29,2021,7580976,4374694,3206282,NA,NA,41369,123.91,71.51,52.41,NA,6762,23860,0.39,6117933,15988,97.812499597,2.83,70.6
"Turks and Caicos Islands","tca","pays",NA,2021-11-05,2021,56343,29210,27133,NA,NA,69,143.64,74.47,69.17,NA,1759,32,0.082,NA,NA,NA,NA,NA
"Tuvalu","tuv","pays","Asia",2021-10-22,2021,12114,6230,5884,NA,NA,30,101.58,52.24,49.34,NA,2516,0,0,11925,4376,0.052189688,3.11,NA
"Uganda","uga","pays","Africa",2021-12-09,2021,7813170,6525371,1287799,NA,NA,127573,16.58,13.85,2.73,NA,2707,111956,0.238,47123533,2136,100.650940241,1.93,67.29
"Ukraine","ukr","pays","Europe",2021-12-13,2021,26718836,14174399,12565117,NA,129742,138705,61.47,32.61,28.91,NA,3191,49748,0.114,43466822,12894,560.460420739,3.81,71.01
"United Arab Emirates","are","pays","Asia",2021-12-13,2021,22166754,9890574,9020203,3255977,19855,31309,221.87,98.99,90.28,32.59,3134,31,0,9991083,61292,612.376995226,-0.46,73.9
"United Kingdom","gbr","pays","Europe",2021-12-13,2021,122178898,51298838,46804609,24075451,562800,506917,179.13,75.21,68.62,35.3,7432,22942,0.034,68207114,43908,2994.8105579,4.59,81.35
"United States","usa","pays","America North",2021-12-13,2021,485359746,239274656,200701578,54351164,2,1006703,146.19,72.07,60.45,16.37,3032,224966,0.068,332915074,63517,21145.722037487,2.92,78.7
"Uruguay","ury","pays","America South",2021-12-13,2021,6865377,2757307,2665972,1442098,7615,5037,196.99,79.12,76.5,41.38,1445,535,0.015,3485152,20797,72.482053762,2.76,77.61
"Uzbekistan","uzb","pays","Asia",2021-12-12,2021,36064004,18249626,NA,NA,218945,169917,106.27,53.78,NA,NA,5007,47481,0.14,33935765,7203,244.4510804,3.5,70.9
"Vanuatu","vut","pays","Asia",2021-12-13,2021,147609,100264,47345,NA,NA,874,46.94,31.88,15.06,NA,2779,589,0.187,314464,2802,0.881127477,1.89,65.27
"Venezuela","ven","pays","America South",2021-11-29,2021,26314390,16415684,9858581,NA,NA,131562,91.67,57.19,34.34,NA,4583,106568,0.371,28704947,5285,151.709023052,-2.64,75.18
"Vietnam","vnm","pays","Asia",2021-12-12,2021,132873501,74907297,57966204,NA,607059,720672,135.35,76.3,59.05,NA,7341,216304,0.22,98168829,8648,848.968527469,6.23,74.88
"Wallis and Futuna","wlf","pays",NA,2021-11-30,2021,11939,6016,5923,NA,NA,4,107.62,54.23,53.39,NA,361,2,0.018,NA,NA,NA,NA,NA
"World","world","continent",NA,2021-12-13,2021,8515460091,4420665981,3644706364,379238281,26113708,36154720,108.13,56.14,46.28,4.82,4591,10009317,0.127,NA,NA,NA,NA,NA
"Yemen","yem","pays","Asia",2021-12-02,2021,786027,556652,366587,NA,NA,2545,2.58,1.83,1.2,NA,83,1809,0.006,30490639,2372,72.320693107,0.1,68.25
"Zambia","zmb","pays","Africa",2021-12-13,2021,1264656,NA,839615,NA,11445,17081,6.68,NA,4.44,NA,903,NA,NA,18920657,3173,60.027026593,-1.91,64.61
"Zimbabwe","zwe","pays","Africa",2021-12-13,2021,6956144,3967781,2988363,NA,22307,25810,46.09,26.29,19.8,NA,1710,12096,0.08,15092171,2587,39.046735435,1.87,62.51
